"subject" "activity" "measure" "mean"
4 "WALKING_DOWNSTAIRS" "fBodyGyro.mean...Y" -0.613496981555556
4 "WALKING_DOWNSTAIRS" "fBodyGyro.mean...Z" -0.432328052844444
4 "WALKING_DOWNSTAIRS" "fBodyGyro.meanFreq...X" -0.0309522661711111
4 "WALKING_DOWNSTAIRS" "fBodyGyro.meanFreq...Y" -0.0755844417577778
4 "WALKING_DOWNSTAIRS" "fBodyGyro.meanFreq...Z" 0.104398660095556
4 "WALKING_DOWNSTAIRS" "fBodyGyro.std...X" -0.631815531333333
4 "WALKING_DOWNSTAIRS" "fBodyGyro.std...Y" -0.61177286
4 "WALKING_DOWNSTAIRS" "fBodyGyro.std...Z" -0.605394395777778
4 "WALKING_DOWNSTAIRS" "tBodyAcc.mean...X" 0.281068012422222
4 "WALKING_DOWNSTAIRS" "tBodyAcc.mean...Y" -0.0133297568947333
4 "WALKING_DOWNSTAIRS" "tBodyAcc.mean...Z" -0.101807202022222
4 "WALKING_DOWNSTAIRS" "tBodyAcc.std...X" -0.3363493326
4 "WALKING_DOWNSTAIRS" "tBodyAcc.std...Y" -0.237290944648889
4 "WALKING_DOWNSTAIRS" "tBodyAcc.std...Z" -0.543309718666667
4 "WALKING_DOWNSTAIRS" "tBodyAccJerk.mean...X" 0.0782833452444444
4 "WALKING_DOWNSTAIRS" "tBodyAccJerk.mean...Y" -0.00136970546444444
4 "WALKING_DOWNSTAIRS" "tBodyAccJerk.mean...Z" 0.00977960795622223
4 "WALKING_DOWNSTAIRS" "tBodyAccJerk.std...X" -0.392495913955556
4 "WALKING_DOWNSTAIRS" "tBodyAccJerk.std...Y" -0.327713963915556
4 "WALKING_DOWNSTAIRS" "tBodyAccJerk.std...Z" -0.682675344
4 "WALKING_DOWNSTAIRS" "tBodyAccJerkMag.mean.." -0.423073834866667
4 "WALKING_DOWNSTAIRS" "tBodyAccJerkMag.std.." -0.407919038028889
4 "WALKING_DOWNSTAIRS" "tBodyAccMag.mean.." -0.290335360775556
4 "WALKING_DOWNSTAIRS" "tBodyAccMag.std.." -0.383218092844444
4 "WALKING_DOWNSTAIRS" "tBodyGyro.mean...X" -0.0343196166711111
4 "WALKING_DOWNSTAIRS" "tBodyGyro.mean...Y" -0.108030694502222
4 "WALKING_DOWNSTAIRS" "tBodyGyro.mean...Z" 0.123233159511111
4 "WALKING_DOWNSTAIRS" "tBodyGyro.std...X" -0.5960569142
4 "WALKING_DOWNSTAIRS" "tBodyGyro.std...Y" -0.610350254222222
4 "WALKING_DOWNSTAIRS" "tBodyGyro.std...Z" -0.525806114666667
4 "WALKING_DOWNSTAIRS" "tBodyGyroJerk.mean...X" -0.0944262932888889
4 "WALKING_DOWNSTAIRS" "tBodyGyroJerk.mean...Y" -0.051360772098
4 "WALKING_DOWNSTAIRS" "tBodyGyroJerk.mean...Z" -0.0693100395155556
4 "WALKING_DOWNSTAIRS" "tBodyGyroJerk.std...X" -0.539920252977778
4 "WALKING_DOWNSTAIRS" "tBodyGyroJerk.std...Y" -0.680814944888889
4 "WALKING_DOWNSTAIRS" "tBodyGyroJerk.std...Z" -0.431447834202222
4 "WALKING_DOWNSTAIRS" "tBodyGyroJerkMag.mean.." -0.600777523777778
4 "WALKING_DOWNSTAIRS" "tBodyGyroJerkMag.std.." -0.632865468666667
4 "WALKING_DOWNSTAIRS" "tBodyGyroMag.mean.." -0.476758158
4 "WALKING_DOWNSTAIRS" "tBodyGyroMag.std.." -0.563733379575556
4 "WALKING_DOWNSTAIRS" "tGravityAcc.mean...X" 0.854503352666667
4 "WALKING_DOWNSTAIRS" "tGravityAcc.mean...Y" -0.0573116256577778
4 "WALKING_DOWNSTAIRS" "tGravityAcc.mean...Z" -0.0227984914977778
4 "WALKING_DOWNSTAIRS" "tGravityAcc.std...X" -0.967902588
4 "WALKING_DOWNSTAIRS" "tGravityAcc.std...Y" -0.952427228444444
4 "WALKING_DOWNSTAIRS" "tGravityAcc.std...Z" -0.944840831111111
4 "WALKING_DOWNSTAIRS" "tGravityAccMag.mean.." -0.290335360775556
4 "WALKING_DOWNSTAIRS" "tGravityAccMag.std.." -0.383218092844444
4 "WALKING_UPSTAIRS" "angle.tBodyAccJerkMean..gravityMean." 0.0552841962890385
4 "WALKING_UPSTAIRS" "angle.tBodyAccMean.gravity." 0.0447212964528846
4 "WALKING_UPSTAIRS" "angle.tBodyGyroJerkMean.gravityMean." -0.00521312890384615
4 "WALKING_UPSTAIRS" "angle.tBodyGyroMean.gravityMean." -0.0928379497884615
4 "WALKING_UPSTAIRS" "angle.X.gravityMean." -0.526659161923077
4 "WALKING_UPSTAIRS" "angle.Y.gravityMean." 0.0963290429038462
4 "WALKING_UPSTAIRS" "angle.Z.gravityMean." -0.00834170173307692
4 "WALKING_UPSTAIRS" "fBodyAcc.mean...X" -0.50055431225
4 "WALKING_UPSTAIRS" "fBodyAcc.mean...Y" -0.325159390557692
4 "WALKING_UPSTAIRS" "fBodyAcc.mean...Z" -0.601095433269231
4 "WALKING_UPSTAIRS" "fBodyAcc.meanFreq...X" -0.269562555307692
4 "WALKING_UPSTAIRS" "fBodyAcc.meanFreq...Y" 0.0109741880961538
4 "WALKING_UPSTAIRS" "fBodyAcc.meanFreq...Z" 0.0235673315842885
4 "WALKING_UPSTAIRS" "fBodyAcc.std...X" -0.45115142125
4 "WALKING_UPSTAIRS" "fBodyAcc.std...Y" -0.276552450113462
4 "WALKING_UPSTAIRS" "fBodyAcc.std...Z" -0.556659007307692
4 "WALKING_UPSTAIRS" "fBodyAccJemeanrk.energy...Y" -0.739167087865385
4 "WALKING_UPSTAIRS" "fBodyAccJerk.mean...X" -0.563897556403846
4 "WALKING_UPSTAIRS" "fBodyAccJerk.mean...Y" -0.484564605442308
4 "WALKING_UPSTAIRS" "fBodyAccJerk.mean...Z" -0.700346823653846
4 "WALKING_UPSTAIRS" "fBodyAccJerk.meanFreq...X" -0.176440228769231
4 "WALKING_UPSTAIRS" "fBodyAccJerk.meanFreq...Y" -0.323584666096154
4 "WALKING_UPSTAIRS" "fBodyAccJerk.meanFreq...Z" -0.218301601557692
4 "WALKING_UPSTAIRS" "fBodyAccJerk.std...X" -0.541812458932942
4 "WALKING_UPSTAIRS" "fBodyAccJerk.std...Y" -0.449335131788462
4 "WALKING_UPSTAIRS" "fBodyAccJerk.std...Z" -0.734735843461538
4 "WALKING_UPSTAIRS" "fBodyAccMag.mean.." -0.452071220923077
4 "WALKING_UPSTAIRS" "fBodyAccMag.meanFreq.." 0.0667746140730769
4 "WALKING_UPSTAIRS" "fBodyAccMag.std.." -0.530304163153846
4 "WALKING_UPSTAIRS" "fBodyBodyAccJerkMag.mean.." -0.519502825078846
4 "WALKING_UPSTAIRS" "fBodyBodyAccJerkMag.meanFreq.." 0.0905645429942308
4 "WALKING_UPSTAIRS" "fBodyBodyAccJerkMag.std.." -0.528326739903846
4 "WALKING_UPSTAIRS" "fBodyBodyGyroJerkMag.mean.." -0.724151488846154
4 "WALKING_UPSTAIRS" "fBodyBodyGyroJerkMag.meanFreq.." 0.114200111007692
4 "WALKING_UPSTAIRS" "fBodyBodyGyroJerkMag.std.." -0.743240117884615
4 "WALKING_UPSTAIRS" "fBodyBodyGyroMag.mean.." -0.603851032134615
4 "WALKING_UPSTAIRS" "fBodyBodyGyroMag.meanFreq.." -0.0110477395076923
4 "WALKING_UPSTAIRS" "fBodyBodyGyroMag.std.." -0.583704946
4 "WALKING_UPSTAIRS" "fBodyGyro.mean...X" -0.552217720576923
4 "WALKING_UPSTAIRS" "fBodyGyro.mean...Y" -0.6097189395
4 "WALKING_UPSTAIRS" "fBodyGyro.mean...Z" -0.443230923788462
4 "WALKING_UPSTAIRS" "fBodyGyro.meanFreq...X" -0.142294726236538
4 "WALKING_UPSTAIRS" "fBodyGyro.meanFreq...Y" -0.165510274442308
4 "WALKING_UPSTAIRS" "fBodyGyro.meanFreq...Z" -0.0219854615480769
4 "WALKING_UPSTAIRS" "fBodyGyro.std...X" -0.625175705980769
4 "WALKING_UPSTAIRS" "fBodyGyro.std...Y" -0.568473119076923
4 "WALKING_UPSTAIRS" "fBodyGyro.std...Z" -0.529168102557692
4 "WALKING_UPSTAIRS" "tBodyAcc.mean...X" 0.263398874326923
4 "WALKING_UPSTAIRS" "tBodyAcc.mean...Y" -0.0195957696746154
4 "WALKING_UPSTAIRS" "tBodyAcc.mean...Z" -0.100839441873077
4 "WALKING_UPSTAIRS" "tBodyAcc.std...X" -0.463962718596154
4 "WALKING_UPSTAIRS" "tBodyAcc.std...Y" -0.260836979173077
4 "WALKING_UPSTAIRS" "tBodyAcc.std...Z" -0.547421798076923
4 "WALKING_UPSTAIRS" "tBodyAccJerk.mean...X" 0.0731780058659615
4 "WALKING_UPSTAIRS" "tBodyAccJerk.mean...Y" 0.0572629037786538
4 "WALKING_UPSTAIRS" "tBodyAccJerk.mean...Z" 0.0329406066588462
4 "WALKING_UPSTAIRS" "tBodyAccJerk.std...X" -0.532236487634615
4 "WALKING_UPSTAIRS" "tBodyAccJerk.std...Y" -0.449874258038462
4 "WALKING_UPSTAIRS" "tBodyAccJerk.std...Z" -0.717934939230769
4 "WALKING_UPSTAIRS" "tBodyAccJerkMag.mean.." -0.538280685438462
4 "WALKING_UPSTAIRS" "tBodyAccJerkMag.std.." -0.521194813732692
4 "WALKING_UPSTAIRS" "tBodyAccMag.mean.." -0.394107840784615
4 "WALKING_UPSTAIRS" "tBodyAccMag.std.." -0.446590274634615
4 "WALKING_UPSTAIRS" "tBodyGyro.mean...X" -0.0179579875961538
4 "WALKING_UPSTAIRS" "tBodyGyro.mean...Y" -0.0912423345671154
4 "WALKING_UPSTAIRS" "tBodyGyro.mean...Z" 0.0654008895605769
4 "WALKING_UPSTAIRS" "tBodyGyro.std...X" -0.604885891865385
4 "WALKING_UPSTAIRS" "tBodyGyro.std...Y" -0.579143491653846
4 "WALKING_UPSTAIRS" "tBodyGyro.std...Z" -0.4692993973
4 "WALKING_UPSTAIRS" "tBodyGyroJerk.mean...X" -0.0911080066461538
4 "WALKING_UPSTAIRS" "tBodyGyroJerk.mean...Y" -0.0772669252173077
4 "WALKING_UPSTAIRS" "tBodyGyroJerk.mean...Z" -0.0368274152865385
4 "WALKING_UPSTAIRS" "tBodyGyroJerk.std...X" -0.656750682846154
4 "WALKING_UPSTAIRS" "tBodyGyroJerk.std...Y" -0.732719487884615
4 "WALKING_UPSTAIRS" "tBodyGyroJerk.std...Z" -0.576913691123077
4 "WALKING_UPSTAIRS" "tBodyGyroJerkMag.mean.." -0.678413332115385
4 "WALKING_UPSTAIRS" "tBodyGyroJerkMag.std.." -0.723203833269231
4 "WALKING_UPSTAIRS" "tBodyGyroMag.mean.." -0.435495991480769
4 "WALKING_UPSTAIRS" "tBodyGyroMag.std.." -0.542454133153846
4 "WALKING_UPSTAIRS" "tGravityAcc.mean...X" 0.732207525384615
4 "WALKING_UPSTAIRS" "tGravityAcc.mean...Y" -0.059190876
4 "WALKING_UPSTAIRS" "tGravityAcc.mean...Z" 0.0416002409403846
4 "WALKING_UPSTAIRS" "tGravityAcc.std...X" -0.964378555
4 "WALKING_UPSTAIRS" "tGravityAcc.std...Y" -0.950959643076923
4 "WALKING_UPSTAIRS" "tGravityAcc.std...Z" -0.9482767475
4 "WALKING_UPSTAIRS" "tGravityAccMag.mean.." -0.394107840784615
4 "WALKING_UPSTAIRS" "tGravityAccMag.std.." -0.446590274634615
5 "LAYING" "angle.tBodyAccJerkMean..gravityMean." -0.0146396223273077
5 "LAYING" "angle.tBodyAccMean.gravity." -0.0319613376980769
5 "LAYING" "angle.tBodyGyroJerkMean.gravityMean." -0.0905160318115385
5 "LAYING" "angle.tBodyGyroMean.gravityMean." 0.174885171884615
5 "LAYING" "angle.X.gravityMean." -0.531583304423077
5 "LAYING" "angle.Y.gravityMean." 0.0108296500211538
5 "LAYING" "angle.Z.gravityMean." -0.0955996436865385
5 "LAYING" "fBodyAcc.mean...X" -0.634283245490385
5 "LAYING" "fBodyAcc.mean...Y" -0.619074926192308
5 "LAYING" "fBodyAcc.mean...Z" -0.709358585711538
5 "LAYING" "fBodyAcc.meanFreq...X" -0.208945639484615
5 "LAYING" "fBodyAcc.meanFreq...Y" 0.0811239566192308
5 "LAYING" "fBodyAcc.meanFreq...Z" 0.103082496346154
5 "LAYING" "fBodyAcc.std...X" -0.616175676865385
5 "LAYING" "fBodyAcc.std...Y" -0.648775597365385
5 "LAYING" "fBodyAcc.std...Z" -0.641064174235385
5 "LAYING" "fBodyAccJemeanrk.energy...Y" -0.871059032692308
5 "LAYING" "fBodyAccJerk.mean...X" -0.676874785792308
5 "LAYING" "fBodyAccJerk.mean...Y" -0.691147215213462
5 "LAYING" "fBodyAccJerk.mean...Z" -0.785062668653846
5 "LAYING" "fBodyAccJerk.meanFreq...X" 0.00119480409384615
5 "LAYING" "fBodyAccJerk.meanFreq...Y" -0.103677430057692
5 "LAYING" "fBodyAccJerk.meanFreq...Z" 0.00556363281730769
5 "LAYING" "fBodyAccJerk.std...X" -0.69693526575
5 "LAYING" "fBodyAccJerk.std...Y" -0.698873940363462
5 "LAYING" "fBodyAccJerk.std...Z" -0.829943217692308
5 "LAYING" "fBodyAccMag.mean.." -0.609350234011538
5 "LAYING" "fBodyAccMag.meanFreq.." 0.0821635515209615
5 "LAYING" "fBodyAccMag.std.." -0.656369121098077
5 "LAYING" "fBodyBodyAccJerkMag.mean.." -0.660304720931538
5 "LAYING" "fBodyBodyAccJerkMag.meanFreq.." 0.2245244495
5 "LAYING" "fBodyBodyAccJerkMag.std.." -0.682259535923077
5 "LAYING" "fBodyBodyGyroJerkMag.mean.." -0.834745009807692
5 "LAYING" "fBodyBodyGyroJerkMag.meanFreq.." 0.235198933825
5 "LAYING" "fBodyBodyGyroJerkMag.std.." -0.851962633653846
5 "LAYING" "fBodyBodyGyroMag.mean.." -0.729474856392308
5 "LAYING" "fBodyBodyGyroMag.meanFreq.." -0.134894206890385
5 "LAYING" "fBodyBodyGyroMag.std.." -0.68357345625
5 "LAYING" "fBodyGyro.mean...X" -0.714318167557692
5 "LAYING" "fBodyGyro.mean...Y" -0.7477932575
5 "LAYING" "fBodyGyro.mean...Z" -0.691866580423077
5 "LAYING" "fBodyGyro.meanFreq...X" -0.0650556803038461
5 "LAYING" "fBodyGyro.meanFreq...Y" -0.254145441140385
5 "LAYING" "fBodyGyro.meanFreq...Z" -0.0309041061288462
5 "LAYING" "fBodyGyro.std...X" -0.757733408
5 "LAYING" "fBodyGyro.std...Y" -0.650726345346154
5 "LAYING" "fBodyGyro.std...Z" -0.739260055711538
5 "LAYING" "tBodyAcc.mean...X" 0.28882006
5 "LAYING" "tBodyAcc.mean...Y" -0.0175053253153846
5 "LAYING" "tBodyAcc.mean...Z" -0.108934586596154
5 "LAYING" "tBodyAcc.std...X" -0.620765114288461
5 "LAYING" "tBodyAcc.std...Y" -0.621534343082692
5 "LAYING" "tBodyAcc.std...Z" -0.643530218965385
5 "LAYING" "tBodyAccJerk.mean...X" 0.093463565975
5 "LAYING" "tBodyAccJerk.mean...Y" -0.0277201329675
5 "LAYING" "tBodyAccJerk.mean...Z" 0.0352065811982692
5 "LAYING" "tBodyAccJerk.std...X" -0.671794189258269
5 "LAYING" "tBodyAccJerk.std...Y" -0.684132255
5 "LAYING" "tBodyAccJerk.std...Z" -0.807869184423077
5 "LAYING" "tBodyAccJerkMag.mean.." -0.704633196846154
5 "LAYING" "tBodyAccJerkMag.std.." -0.669006313
5 "LAYING" "tBodyAccMag.mean.." -0.601076112576923
5 "LAYING" "tBodyAccMag.std.." -0.598410535846154
5 "LAYING" "tBodyGyro.mean...X" -0.0572952576923077
5 "LAYING" "tBodyGyro.mean...Y" -0.0485044600673077
5 "LAYING" "tBodyGyro.mean...Z" 0.132398174272692
5 "LAYING" "tBodyGyro.std...X" -0.745190600769231
5 "LAYING" "tBodyGyro.std...Y" -0.679606759615385
5 "LAYING" "tBodyGyro.std...Z" -0.705874777423077
5 "LAYING" "tBodyGyroJerk.mean...X" -0.0878205166185961
5 "LAYING" "tBodyGyroJerk.mean...Y" -0.0404908932134615
5 "LAYING" "tBodyGyroJerk.mean...Z" -0.101980420744231
5 "LAYING" "tBodyGyroJerk.std...X" -0.770250345
5 "LAYING" "tBodyGyroJerk.std...Y" -0.853110497307692
5 "LAYING" "tBodyGyroJerk.std...Z" -0.788916479423077
5 "LAYING" "tBodyGyroJerkMag.mean.." -0.820547592692308
5 "LAYING" "tBodyGyroJerkMag.std.." -0.837146534423077
5 "LAYING" "tBodyGyroMag.mean.." -0.619542863730769
5 "LAYING" "tBodyGyroMag.std.." -0.664686748865385
5 "LAYING" "tGravityAcc.mean...X" 0.682701010576923
5 "LAYING" "tGravityAcc.mean...Y" 0.0828999923269231
5 "LAYING" "tGravityAcc.mean...Z" 0.165292320413462
5 "LAYING" "tGravityAcc.std...X" -0.962683786923077
5 "LAYING" "tGravityAcc.std...Y" -0.965347722115385
5 "LAYING" "tGravityAcc.std...Z" -0.941499735192308
5 "LAYING" "tGravityAccMag.mean.." -0.601076112576923
5 "LAYING" "tGravityAccMag.std.." -0.598410535846154
5 "SITTING" "angle.tBodyAccJerkMean..gravityMean." 0.037225822
5 "SITTING" "angle.tBodyAccMean.gravity." 0.0836963215909091
5 "SITTING" "angle.tBodyGyroJerkMean.gravityMean." -0.0327290457454545
5 "SITTING" "angle.tBodyGyroMean.gravityMean." -0.0609829037272727
5 "SITTING" "angle.X.gravityMean." -0.637811473181818
5 "SITTING" "angle.Y.gravityMean." 0.175926630909091
5 "SITTING" "angle.Z.gravityMean." -0.0231453244545455
5 "SITTING" "fBodyAcc.mean...X" -0.589345355931818
5 "SITTING" "fBodyAcc.mean...Y" -0.436590254286364
5 "SITTING" "fBodyAcc.mean...Z" -0.675594908659091
5 "SITTING" "fBodyAcc.meanFreq...X" -0.27064893325
5 "SITTING" "fBodyAcc.meanFreq...Y" -0.0153502679772727
5 "SITTING" "fBodyAcc.meanFreq...Z" 0.0448139117677273
5 "SITTING" "fBodyAcc.std...X" -0.554240185704545
5 "SITTING" "fBodyAcc.std...Y" -0.427720618779545
5 "SITTING" "fBodyAcc.std...Z" -0.590115750711364
5 "SITTING" "fBodyAccJemeanrk.energy...Y" -0.792895931136364
5 "SITTING" "fBodyAccJerk.mean...X" -0.652254776818182
5 "SITTING" "fBodyAccJerk.mean...Y" -0.555511116838636
5 "SITTING" "fBodyAccJerk.mean...Z" -0.763645826840909
5 "SITTING" "fBodyAccJerk.meanFreq...X" -0.103042180181818
5 "SITTING" "fBodyAccJerk.meanFreq...Y" -0.261026580113636
5 "SITTING" "fBodyAccJerk.meanFreq...Z" -0.118237862075
5 "SITTING" "fBodyAccJerk.std...X" -0.658875340909091
5 "SITTING" "fBodyAccJerk.std...Y" -0.538098167295455
5 "SITTING" "fBodyAccJerk.std...Z" -0.801096383318182
5 "SITTING" "fBodyAccMag.mean.." -0.569054170461364
5 "SITTING" "fBodyAccMag.meanFreq.." 0.0861721763409091
5 "SITTING" "fBodyAccMag.std.." -0.650467329659091
5 "SITTING" "fBodyBodyAccJerkMag.mean.." -0.60694561025
5 "SITTING" "fBodyBodyAccJerkMag.meanFreq.." 0.176112954581818
5 "SITTING" "fBodyBodyAccJerkMag.std.." -0.648402832727273
5 "SITTING" "fBodyBodyGyroJerkMag.mean.." -0.825865042272727
5 "SITTING" "fBodyBodyGyroJerkMag.meanFreq.." 0.141366241736364
5 "SITTING" "fBodyBodyGyroJerkMag.std.." -0.848225868181818
5 "SITTING" "fBodyBodyGyroMag.mean.." -0.732494327727273
5 "SITTING" "fBodyBodyGyroMag.meanFreq.." -0.116997872886364
5 "SITTING" "fBodyBodyGyroMag.std.." -0.694973524090909
5 "SITTING" "fBodyGyro.mean...X" -0.665424674772727
5 "SITTING" "fBodyGyro.mean...Y" -0.745458306363636
5 "SITTING" "fBodyGyro.mean...Z" -0.632186734136364
5 "SITTING" "fBodyGyro.meanFreq...X" -0.155982048045455
5 "SITTING" "fBodyGyro.meanFreq...Y" -0.257077894909091
5 "SITTING" "fBodyGyro.meanFreq...Z" -0.0603516711818182
5 "SITTING" "fBodyGyro.std...X" -0.713392420909091
5 "SITTING" "fBodyGyro.std...Y" -0.659471764272727
5 "SITTING" "fBodyGyro.std...Z" -0.669533716840909
5 "SITTING" "tBodyAcc.mean...X" 0.275971286045455
5 "SITTING" "tBodyAcc.mean...Y" -0.0164958838406818
5 "SITTING" "tBodyAcc.mean...Z" -0.105567271386364
5 "SITTING" "tBodyAcc.std...X" -0.563068016909091
5 "SITTING" "tBodyAcc.std...Y" -0.404711351415909
5 "SITTING" "tBodyAcc.std...Z" -0.596861026545455
5 "SITTING" "tBodyAccJerk.mean...X" 0.0817502633863636
5 "SITTING" "tBodyAccJerk.mean...Y" 0.0478531289227273
5 "SITTING" "tBodyAccJerk.mean...Z" -0.00127933359886364
5 "SITTING" "tBodyAccJerk.std...X" -0.639511989363636
5 "SITTING" "tBodyAccJerk.std...Y" -0.531340976747727
5 "SITTING" "tBodyAccJerk.std...Z" -0.78301303875
5 "SITTING" "tBodyAccJerkMag.mean.." -0.62607366175
5 "SITTING" "tBodyAccJerkMag.std.." -0.623465009772727
5 "SITTING" "tBodyAccMag.mean.." -0.482919705727273
5 "SITTING" "tBodyAccMag.std.." -0.577406195318182
5 "SITTING" "tBodyGyro.mean...X" -0.0342903495454545
5 "SITTING" "tBodyGyro.mean...Y" -0.0676491689318182
5 "SITTING" "tBodyGyro.mean...Z" 0.0739234866
5 "SITTING" "tBodyGyro.std...X" -0.700018642045454
5 "SITTING" "tBodyGyro.std...Y" -0.686553445
5 "SITTING" "tBodyGyro.std...Z" -0.634333916590909
5 "SITTING" "tBodyGyroJerk.mean...X" -0.0709120825727273
5 "SITTING" "tBodyGyroJerk.mean...Y" -0.0563730715247727
5 "SITTING" "tBodyGyroJerk.mean...Z" -0.029061154425
5 "SITTING" "tBodyGyroJerk.std...X" -0.71368287
5 "SITTING" "tBodyGyroJerk.std...Y" -0.839850713409091
5 "SITTING" "tBodyGyroJerk.std...Z" -0.748162433181818
5 "SITTING" "tBodyGyroJerkMag.mean.." -0.779099911136364
5 "SITTING" "tBodyGyroJerkMag.std.." -0.8301231375
5 "SITTING" "tBodyGyroMag.mean.." -0.574205081295455
5 "SITTING" "tBodyGyroMag.std.." -0.674911334545454
5 "SITTING" "tGravityAcc.mean...X" 0.816113327727273
5 "SITTING" "tGravityAcc.mean...Y" -0.142244496477273
5 "SITTING" "tGravityAcc.mean...Z" 0.04968318975
5 "SITTING" "tGravityAcc.std...X" -0.958860458863636
5 "SITTING" "tGravityAcc.std...Y" -0.950466103409091
5 "SITTING" "tGravityAcc.std...Z" -0.9441863225
5 "SITTING" "tGravityAccMag.mean.." -0.482919705727273
5 "SITTING" "tGravityAccMag.std.." -0.577406195318182
5 "STANDING" "angle.tBodyAccJerkMean..gravityMean." -0.0227484213928571
5 "STANDING" "angle.tBodyAccMean.gravity." 0.0257050328816071
5 "STANDING" "angle.tBodyGyroJerkMean.gravityMean." 0.0610042116964286
5 "STANDING" "angle.tBodyGyroMean.gravityMean." 0.0211940764625
5 "STANDING" "angle.X.gravityMean." -0.151716838392857
5 "STANDING" "angle.Y.gravityMean." -0.109474091875
5 "STANDING" "angle.Z.gravityMean." -0.197492584375
5 "STANDING" "fBodyAcc.mean...X" -0.807963291071429
5 "STANDING" "fBodyAcc.mean...Y" -0.810512430357143
5 "STANDING" "fBodyAcc.mean...Z" -0.898232694607143
5 "STANDING" "fBodyAcc.meanFreq...X" -0.240667539044643
5 "STANDING" "fBodyAcc.meanFreq...Y" 0.144833934303571
5 "STANDING" "fBodyAcc.meanFreq...Z" 0.158808188946429
5 "STANDING" "fBodyAcc.std...X" -0.78777426
5 "STANDING" "fBodyAcc.std...Y" -0.815319223928571
5 "STANDING" "fBodyAcc.std...Z" -0.902276991071429
5 "STANDING" "fBodyAccJemeanrk.energy...Y" -0.904800795767857
5 "STANDING" "fBodyAccJerk.mean...X" -0.823727063035714
5 "STANDING" "fBodyAccJerk.mean...Y" -0.845175244821429
5 "STANDING" "fBodyAccJerk.mean...Z" -0.912793538392857
5 "STANDING" "fBodyAccJerk.meanFreq...X" 0.0702919811571429
5 "STANDING" "fBodyAccJerk.meanFreq...Y" -0.0442276900714286
5 "STANDING" "fBodyAccJerk.meanFreq...Z" 0.0423839983857143
5 "STANDING" "fBodyAccJerk.std...X" -0.823015933035714
5 "STANDING" "fBodyAccJerk.std...Y" -0.844256443214286
5 "STANDING" "fBodyAccJerk.std...Z" -0.924656611607143
5 "STANDING" "fBodyAccMag.mean.." -0.802361189642857
5 "STANDING" "fBodyAccMag.meanFreq.." 0.0684816104107143
5 "STANDING" "fBodyAccMag.std.." -0.852603678982143
5 "STANDING" "fBodyBodyAccJerkMag.mean.." -0.818870765178571
5 "STANDING" "fBodyBodyAccJerkMag.meanFreq.." 0.244610269630357
5 "STANDING" "fBodyBodyAccJerkMag.std.." -0.848073388571429
5 "STANDING" "fBodyBodyGyroJerkMag.mean.." -0.914289867857143
5 "STANDING" "fBodyBodyGyroJerkMag.meanFreq.." 0.116517836446429
5 "STANDING" "fBodyBodyGyroJerkMag.std.." -0.927249944464286
5 "STANDING" "fBodyBodyGyroMag.mean.." -0.864119128642857
5 "STANDING" "fBodyBodyGyroMag.meanFreq.." -0.0768346139142857
5 "STANDING" "fBodyBodyGyroMag.std.." -0.849851610464286
5 "STANDING" "fBodyGyro.mean...X" -0.831889699232143
5 "STANDING" "fBodyGyro.mean...Y" -0.892405205892857
5 "STANDING" "fBodyGyro.mean...Z" -0.854317592125
5 "STANDING" "fBodyGyro.meanFreq...X" 0.0830593147960714
5 "STANDING" "fBodyGyro.meanFreq...Y" -0.299562852978571
5 "STANDING" "fBodyGyro.meanFreq...Z" -0.0481928884107143
5 "STANDING" "fBodyGyro.std...X" -0.855718493571429
5 "STANDING" "fBodyGyro.std...Y" -0.889069939464286
5 "STANDING" "fBodyGyro.std...Z" -0.894531996785714
5 "STANDING" "tBodyAcc.mean...X" 0.269337356232143
5 "STANDING" "tBodyAcc.mean...Y" -0.0161091082285714
5 "STANDING" "tBodyAcc.mean...Z" -0.113772440678571
5 "STANDING" "tBodyAcc.std...X" -0.792992091785714
5 "STANDING" "tBodyAcc.std...Y" -0.8059553175
5 "STANDING" "tBodyAcc.std...Z" -0.895412250535714
5 "STANDING" "tBodyAccJerk.mean...X" 0.0716453784642857
5 "STANDING" "tBodyAccJerk.mean...Y" 0.0147096075957357
5 "STANDING" "tBodyAccJerk.mean...Z" -0.000555590715696428
5 "STANDING" "tBodyAccJerk.std...X" -0.815356493571429
5 "STANDING" "tBodyAccJerk.std...Y" -0.83929919
5 "STANDING" "tBodyAccJerk.std...Z" -0.919488252678571
5 "STANDING" "tBodyAccJerkMag.mean.." -0.843420961071429
5 "STANDING" "tBodyAccJerkMag.std.." -0.831060745
5 "STANDING" "tBodyAccMag.mean.." -0.792060817678571
5 "STANDING" "tBodyAccMag.std.." -0.815196999464286
5 "STANDING" "tBodyGyro.mean...X" -0.0413290090357143
5 "STANDING" "tBodyGyro.mean...Y" -0.059382702625
5 "STANDING" "tBodyGyro.mean...Z" 0.0782351498928571
5 "STANDING" "tBodyGyro.std...X" -0.849317595892857
5 "STANDING" "tBodyGyro.std...Y" -0.888999334107143
5 "STANDING" "tBodyGyro.std...Z" -0.875074146732143
5 "STANDING" "tBodyGyroJerk.mean...X" -0.0914227130892857
5 "STANDING" "tBodyGyroJerk.mean...Y" -0.0375784380201786
5 "STANDING" "tBodyGyroJerk.mean...Z" -0.0509312695214286
5 "STANDING" "tBodyGyroJerk.std...X" -0.869327192928571
